"Código";"Município";"Municipio";"Área_km_";"Densidade_demográfica_2000";"Distância_à_capital_km_";"Esperança_de_vida_ao_nascer_2000";"Mortalidade_até_um_ano_de_idade_2000";"Taxa_de_fecundidade_total_2000";"Percentual_de_pessoas_de_25_anos_ou_mais_analfabetas_2000";"Renda_per_Capita_2000";"Índice_de_Gini_2000";"Intensidade_da_indigência_2000";"Intensidade_da_pobreza_2000";"Índice_de_Desenvolvimento_Humano_Municipal_2000";"Taxa_bruta_de_freqüência_à_escola_2000";"Taxa_de_alfabetização_2000";"Média_de_anos_de_estudo_das_pessoas_de_25_anos_ou_mais_de_idade_2000";"População_de_25_anos_ou_mais_de_idade_1991";"População_de_25_anos_ou_mais_de_idade_2000";"População_de_65_anos_ou_mais_de_idade_1991";"População_de_65_anos_ou_mais_de_idade_2000";"População_total_1991";"População_total_2000";"População_urbana_2000";"População_rural_2000"
"2308";130195;"Itamarati (AM)";"Itamarati";25385.2;0.3;982.990654;63.86;51.85;6.21;70.01;48.23;0.69;68.16;73.52;0.505;54.42;40.05;1.51;2275;2325;100;169;9085;8406;3103;5303
"2309";313260;"Itamarati de Minas (MG)";"Itamarati de Minas";118.7;31.9;213.488473;71.1;25.44;2.11;16.3;194.67;0.52;25.41;32.85;0.751;76.37;86.84;4.42;1780;2164;265;352;3439;3791;2804;987
"2310";291570;"Itamari (BA)";"Itamari";132;63.1;155.310985;65.49;40.63;3.21;44.13;98.88;0.59;44.02;51.03;0.635;78.29;64.44;2.4;3395;3522;426;531;8831;8347;5488;2859
"2311";313270;"Itambacuri (MG)";"Itambacuri";1423.1;15.8;310.425043;63.96;50.15;3.18;34.32;152.96;0.65;42.78;49.95;0.666;78.88;71.31;3.8;9086;10499;1309;1819;21195;22668;13992;8676
"2312";411100;"Itambaracá (PR)";"Itambaracá";207.8;34.1;291.368369;67.37;24.72;2.59;23.24;165.12;0.51;44.92;34.82;0.715;79.88;82.1;4.6;4253;3735;384;514;9717;7090;5303;1787
"2313";260765;"Itambé (PE)";"Itambé";306.3;114.2;75.984076;59.69;85.29;2.71;49.51;78.08;0.56;50.64;53.81;0.573;72.66;60.04;2.79;13020;15068;1794;2210;34250;34982;26325;8657
"2314";291580;"Itambé (BA)";"Itambé";1631.4;18.9;340.141387;63.08;49.21;2.76;46.31;77.36;0.42;32;43.49;0.608;78.48;64.32;2.43;9308;13714;1290;1777;23901;30850;22175;8675
"2315";411110;"Itambé (PR)";"Itambé";244.5;24.3;337.584717;69.86;18.98;2.76;15.47;237.85;0.53;44.77;32.23;0.769;88.29;86.97;5.04;3012;3335;322;481;6169;5956;5378;578
"2316";313280;"Itambé do Mato Dentro (MG)";"Itambé do Mato Dentro";382.2;6.8;80.1443;67.72;36.01;3.43;29.98;109.24;0.54;38.18;47.38;0.674;73.75;76.43;2.93;1291;1357;225;257;2755;2582;756;1826
"2317";313290;"Itamogi (MG)";"Itamogi";237.1;45.2;351.094402;72.45;21.72;2.84;15.19;235.03;0.52;35.13;30.64;0.764;69.35;87.8;4.43;4731;5727;515;784;9263;10723;7420;3303
"2318";313300;"Itamonte (MG)";"Itamonte";431.7;28.2;290.053843;75.17;15.06;2.45;11.56;236.18;0.56;43.18;34.65;0.792;75.8;90.14;5.01;5058;6625;614;932;10027;12197;6685;5512
"2319";291590;"Itanagra (BA)";"Itanagra";454.1;14;93.679294;62.14;52.78;3.57;40.74;72.6;0.56;49.83;58.12;0.603;74.77;67.78;2.74;1886;2416;261;326;5553;6370;1859;4511
"2320";352210;"Itanhaém (SP)";"Itanhaém";597.4;120.4;72.25379;69.65;18.95;2.53;10.5;284.76;0.56;61.84;51.93;0.779;79.27;91.81;6.05;21984;37394;2623;4706;46074;71995;71148;847
"2321";313310;"Itanhandu (MG)";"Itanhandu";144.3;89.5;293.574915;72.83;20.74;2.16;9.19;306.52;0.57;28.23;30.15;0.795;72.7;92.65;6.08;5728;7154;650;901;11273;12915;10516;2399
"2322";291600;"Itanhém (BA)";"Itanhém";1449.8;14.7;505.339056;68.23;31.96;2.38;38.64;119.67;0.57;46.36;52.17;0.673;81.62;68.51;3.08;9687;10343;1265;1720;23225;21334;14090;7244
"2323";313320;"Itanhomi (MG)";"Itanhomi";488.5;23.7;230.457505;69.38;30.57;2.29;31;138.7;0.59;43.34;47.8;0.7;76.62;76.09;3.69;5463;6024;799;1024;12466;11572;7373;4199
"2324";313330;"Itaobim (MG)";"Itaobim";682.2;31.2;444.811513;69.61;29.87;2.58;35.35;122.37;0.63;50.09;51.75;0.689;78.37;73.27;3.84;8407;9774;1116;1439;20358;21271;16076;5195
"2325";330210;"Itaocara (RJ)";"Itaocara";429.6;53.5;178.608491;70.54;17.26;2.1;16.12;287.5;0.63;25.95;31.82;0.771;77.64;86.68;5.43;12177;13652;1745;2177;22933;23003;15928;7075
"2326";352215;"Itaóca (SP)";"Itaóca";204.7;15.8;254.638892;61;42.35;2.86;23.28;107.89;0.62;58.87;57.94;0.65;79.62;79.7;3.75;1439;1573;227;277;3484;3226;2174;1052
"2327";521090;"Itapaci (GO)";"Itapaci";959.5;14.5;194.58815;66.41;31.12;2.37;20.98;173.38;0.53;35.52;38.44;0.724;87.86;83.61;4.64;5690;7154;556;795;12652;13931;11950;1981
"2328";230630;"Itapagé (CE)";"Itapagé";399;102.9;115.704348;66.14;46.97;3.23;37.63;91.52;0.61;50.6;57.14;0.642;74.59;69.43;3.19;13057;17592;1863;2485;33645;41093;27459;13634
"2329";313340;"Itapagipe (MG)";"Itapagipe";1800.8;6.6;567.030128;73.97;17.88;2.15;12.67;247.62;0.51;52.88;27.56;0.788;77.08;89.74;5.01;5684;6764;599;824;11203;11832;7008;4824
"2330";291610;"Itaparica (BA)";"Itaparica";116.4;162.7;20.398909;66.34;37.84;2.76;18.09;131.24;0.58;52.71;49.26;0.712;88.2;85.09;5.33;5853;8690;664;957;15055;18945;18945;0
"2331";291630;"Itapebi (BA)";"Itapebi";975.2;11.4;348.948646;67.92;32.88;3.21;45.94;88.01;0.54;38.04;50.94;0.636;76.25;63.04;2.55;4037;4578;466;600;11078;11126;8542;2584
"2332";313350;"Itapecerica (MG)";"Itapecerica";1045;20.3;142.166223;72.66;21.19;2;14.91;223.92;0.56;43.1;37.61;0.763;74.15;85.72;4.97;11058;12081;1515;1969;22356;21235;16220;5015
"2333";352220;"Itapecerica da Serra (SP)";"Itapecerica da Serra";151.8;850.8;28.685181;70.69;16.88;2.44;10.92;277.24;0.56;68.36;52.17;0.783;80.95;91.14;5.61;36621;61425;2158;3830;85550;129685;128327;1358
"2334";210540;"Itapecuru Mirim (MA)";"Itapecuru Mirim";1186.2;35.7;96.097702;62.12;52.87;3.55;45.82;75.4;0.55;44.79;54.57;0.609;82.5;65.76;3.35;13183;16736;1899;2504;36250;42772;27661;15111
"2335";411120;"Itapejara d'Oeste (PR)";"Itapejara d'Oeste";250.1;36.6;359.733536;73.49;12.09;2.33;13.51;215.44;0.54;38.88;37.77;0.786;85.99;89.15;4.59;4372;5055;446;663;9045;9162;4961;4201
"2336";420830;"Itapema (SC)";"Itapema";58.7;440.5;56.669235;72.66;18.86;2.12;5.58;486.66;0.68;72.2;40.73;0.835;81.59;95.13;6.54;5702;13381;551;1203;12176;25869;24781;1088
"2337";320280;"Itapemirim (ES)";"Itapemirim";555.5;50.6;92.586173;64.24;40.92;2.75;17.46;153.96;0.52;48.15;40.53;0.687;67.37;85.14;4.48;10138;13640;1066;1567;23885;28121;16133;11988
"2338";411125;"Itaperuçu (PR)";"Itaperuçu";299.8;63.8;24.309605;66.01;28.25;3.33;20.86;133.47;0.51;70.03;53.08;0.675;57.65;84.18;3.77;4328;8329;394;632;11122;19344;16234;3110
"2339";330220;"Itaperuna (RJ)";"Itaperuna";1108.4;78.2;232.551041;73.01;12.76;2.19;14.54;261.87;0.55;44.5;38.47;0.787;82.14;87.81;5.76;39454;48602;4738;6611;78000;86720;77378;9342
"2340";260770;"Itapetim (PE)";"Itapetim";409.8;36;265.115461;62.22;71.55;2.87;34.5;88.69;0.6;65.53;63.05;0.62;76.01;69.92;3.49;6820;7276;1302;1385;15658;14766;7591;7175
"2341";291640;"Itapetinga (BA)";"Itapetinga";1615.4;35.8;314.818525;65.78;39.66;2.34;28.42;160.32;0.59;41.02;44.24;0.7;83.25;78.18;4.49;22313;27799;2645;3811;53476;57931;55182;2749
"2342";352230;"Itapetininga (SP)";"Itapetininga";1796.2;69.7;144.402952;69.88;18.49;2.4;8.13;324.08;0.56;52.25;39.06;0.786;75.34;93.11;6.55;49027;65230;5688;7968;101582;125559;112137;13422
"2343";313360;"Itapeva (MG)";"Itapeva";178.4;41.3;403.116497;71.55;24.17;2.6;18.07;216.89;0.52;44.46;34.86;0.747;69.55;84.35;4.1;2814;4037;324;482;5529;7361;3781;3580
"2344";352240;"Itapeva (SP)";"Itapeva";1830.9;45.2;232.848487;66.54;26.04;2.76;11.92;245.66;0.62;48.76;44.35;0.745;74.65;90.48;5.5;32835;40441;3144;4417;73562;82866;60954;21912
"2345";352250;"Itapevi (SP)";"Itapevi";91.6;1773.2;30.356317;69.21;19.88;2.91;11.11;207.18;0.51;68.2;50.86;0.759;80.27;91.22;5.42;44470;74368;2646;4358;105771;162433;162433;0
"2346";291620;"Itapé (BA)";"Itapé";444.8;32.9;235.546064;69.15;29.27;2.47;36.55;78.83;0.49;39.7;47.81;0.653;75.12;70.42;3.22;5838;6808;711;860;15644;14639;8666;5973
"2347";291650;"Itapicuru (BA)";"Itapicuru";1552.5;17.6;186.25694;57.24;74.01;3.94;55.45;62.83;0.55;49.49;58.43;0.521;63.19;52.79;1.7;9580;11407;1553;1758;24851;27315;5085;22230
"2348";230640;"Itapipoca (CE)";"Itapipoca";1191.6;79.2;148.302853;68.33;38.89;3.56;38.58;83.12;0.64;59.33;62.13;0.659;85.93;68.5;3.44;29682;39380;4207;6013;77922;94369;48481;45888
"2349";352260;"Itapira (SP)";"Itapira";518.8;122.8;125.021618;70.74;16.79;1.9;10.76;359.83;0.52;53.56;36.16;0.794;78.76;90.22;5.7;29985;36544;3848;5257;56586;63377;58042;5335
"2350";130200;"Itapiranga (AM)";"Itapiranga";4249.6;1.7;225.717343;67.81;36.85;3.91;13.83;78;0.58;54.22;59.18;0.694;79.2;90.39;4.7;1874;2658;204;304;5137;7309;5295;2014
"2351";420840;"Itapiranga (SC)";"Itapiranga";286.1;48.9;511.605908;75.79;11.99;2.34;4.6;275.69;0.62;40.31;44.28;0.832;89.94;95.69;5.88;5978;7359;463;746;13417;13998;5382;8616
"2352";521100;"Itapirapuã (GO)";"Itapirapuã";2050.9;5.3;173.394741;67.29;28.53;2.3;24.19;150.7;0.52;52.9;38.18;0.707;80.79;80.43;4.08;4116;5698;420;651;9052;10856;7462;3394
"2353";352265;"Itapirapuã Paulista (SP)";"Itapirapuã Paulista";407.1;8.8;281.06209;61;42.35;3.88;26.86;122.88;0.61;54.49;57.2;0.645;71.03;78.49;3.3;1271;1610;157;228;3262;3577;1652;1925
"2354";171090;"Itapiratins (TO)";"Itapiratins";1241;2.6;199.617065;64.43;45.71;4.85;31.52;72.04;0.69;70.86;69.12;0.631;73.1;75.66;2.88;920;1487;99;193;2346;3277;1162;2115
"2355";260775;"Itapissuma (PE)";"Itapissuma";74.3;271;30.915075;70.57;35.14;3.25;31.82;114.97;0.58;56.19;52.05;0.695;80.06;74.06;4.26;6432;8911;663;946;16408;20116;16330;3786
"2356";291660;"Itapitanga (BA)";"Itapitanga";412;25.2;197.433229;64.05;45.65;2.37;44.63;83.12;0.53;41.48;50.29;0.608;73.16;62.86;3.07;4070;4598;559;637;10474;10382;7095;3287
"2357";230650;"Itapiúna (CE)";"Itapiúna";592.9;27.4;103.066332;68.33;38.89;3.55;45.44;69.36;0.68;68.09;67.52;0.633;84.69;62.29;2.87;5218;7020;846;1213;12854;16276;7684;8592
"2358";420845;"Itapoá (SC)";"Itapoá";256.1;34.5;164.591658;70.91;23.37;2.48;6.05;305.39;0.62;54.61;43.51;0.793;78.16;93.93;6.1;1768;4551;166;458;4007;8839;8191;648
"2359";250700;"Itaporanga (PB)";"Itaporanga";481.8;43.7;362.970866;60.68;58.65;2.27;33.43;106.13;0.57;53.83;53.23;0.624;76.79;70.35;4.39;7793;9611;1193;1435;19814;21123;14689;6434
"2360";352280;"Itaporanga (SP)";"Itaporanga";509.1;28.1;291.088463;65.27;29.34;2.45;18.73;181.72;0.6;46.82;46.23;0.709;74.69;85.02;4.27;6928;7369;765;1017;14756;14354;9931;4423
"2361";280320;"Itaporanga d'Ajuda (SE)";"Itaporanga d'Ajuda";757.3;33.5;27.808272;65.97;39.03;3.14;41.48;85.15;0.52;44.17;50.6;0.638;81.19;66.64;3.08;7266;10368;1098;1305;20324;25482;9159;16323
"2362";500450;"Itaporã (MS)";"Itaporã";1325.4;12.9;182.394413;65.65;39.43;2.6;18.84;188.73;0.58;47.58;42.36;0.712;74.27;84.24;4.68;7121;8473;845;1040;15935;17045;11731;5314
"2363";171110;"Itaporã do Tocantins (TO)";"Itaporã do Tocantins";876.8;2.9;181.591456;70.71;25.79;2.56;29.72;130.56;0.56;54.86;47.21;0.709;77.57;77.92;3.48;1171;1176;95;115;3220;2522;1552;970
"2364";250710;"Itapororoca (PB)";"Itapororoca";150.7;97;52.885151;61.4;55.7;3.01;56.3;83.05;0.57;49.74;55.18;0.573;79.74;50.35;2.04;5390;6739;1016;1246;13435;14633;8206;6427
"2365";431057;"Itapuca (RS)";"Itapuca";184.4;14.6;166.434914;68.72;24.48;2.21;17.26;178.87;0.46;40.28;40.42;0.729;77.21;84.31;3.91;1368;1421;156;197;2828;2691;445;2246
"2366";352290;"Itapuí (SP)";"Itapuí";140;73.5;258.490455;71.41;15.51;2.67;13.2;263.34;0.46;74.42;31.04;0.774;75.34;89.05;5.18;4570;5723;623;871;9051;10371;9588;783
"2367";352300;"Itapura (SP)";"Itapura";308.1;12.4;596.32428;70.77;16.72;2.3;21.02;167.04;0.51;56.89;45.26;0.739;81.99;83;4.6;1715;2029;221;296;3754;3838;3332;506
"2368";521120;"Itapuranga (GO)";"Itapuranga";1281.6;20.9;144.603693;68;26.53;2.16;23.35;219.46;0.6;39.51;40.26;0.735;82.94;80.79;4.51;12638;14469;1171;1711;28030;26740;19905;6835
"2369";352310;"Itaquaquecetuba (SP)";"Itaquaquecetuba";82;3322.1;30.142372;67.1;24.66;2.94;11.09;193.01;0.5;72.13;52.7;0.744;82.27;90.81;5.23;68667;124144;3449;6839;164957;272942;272942;0
"2370";291670;"Itaquara (BA)";"Itaquara";298;26.4;163.632544;59.6;63.23;3.5;50.15;82.86;0.52;41.95;49.82;0.586;79.2;61.02;2.17;2957;3489;517;645;7180;7861;4165;3696
"2371";431060;"Itaqui (RS)";"Itaqui";3405.7;11.7;524.153196;76.34;9.12;2.59;9.96;213.25;0.6;59.64;43.88;0.801;81.19;91.39;5.91;16902;20193;1686;2209;35356;39770;34823;4947
"2372";500460;"Itaquiraí (MS)";"Itaquiraí";2067.1;7.6;340.137979;69.68;26.43;2.86;26.35;138.07;0.55;36.27;42.52;0.71;77.69;79.87;3.47;4883;7154;254;588;13090;15770;6281;9489
"2373";260780;"Itaquitinga (PE)";"Itaquitinga";117;127.8;49.310642;59.69;85.29;3.18;41.97;81.83;0.59;49.44;54.09;0.587;71.97;65.36;3.41;5347;6504;571;753;14027;14950;10779;4171
"2374";320290;"Itarana (ES)";"Itarana";299.1;38.2;74.735648;70.15;23.28;2.21;17.02;206.38;0.53;31.74;42.14;0.741;67.69;87.33;4.69;4999;6135;648;912;10394;11425;3476;7949
"2375";291680;"Itarantim (BA)";"Itarantim";1789.8;8.9;342.50216;66.1;38.62;2.34;34.49;98.76;0.58;43.84;50.24;0.659;80.46;72.85;3.05;6927;8126;813;1184;17216;16923;12960;3963
"2376";352320;"Itararé (SP)";"Itararé";1005.8;46.3;282.072122;65.27;29.34;2.96;11.8;225.56;0.63;52.07;47.03;0.732;73.24;90.8;4.93;19445;23322;2433;3113;41838;46554;42806;3748
"2377";230655;"Itarema (CE)";"Itarema";738.4;41.1;176.09118;64.93;51.78;4.92;50.47;63.1;0.6;59.24;63.17;0.601;79.99;60.66;2.26;8831;11685;1213;1674;25548;30347;9901;20446
"2378";352330;"Itariri (SP)";"Itariri";274;49.6;98.824411;68.3;21.87;3.21;13.4;239.88;0.59;48.2;46.88;0.75;73.46;89.08;5.1;4892;6368;510;777;11608;13613;7445;6168
"2379";521130;"Itarumã (GO)";"Itarumã";3444.4;1.6;321.018292;67.17;28.88;2.75;17.77;265.6;0.59;58.6;35.48;0.735;72.01;83.6;4.41;2583;2796;171;264;5859;5446;3033;2413
"2380";330225;"Itatiaia (RJ)";"Itatiaia";225.5;109.7;146.081064;71.96;14.59;2.08;9.42;295.87;0.55;48.94;34.73;0.8;84.39;91.99;6.43;7647;12897;709;1204;16073;24739;11728;13011
"2381";313370;"Itatiaiuçu (MG)";"Itatiaiuçu";295.9;28.8;64.345427;68.7;32.74;2.63;18.3;168.47;0.51;42.64;37.18;0.727;76.86;85.28;3.87;3407;4371;375;501;7366;8517;5039;3478
"2382";352340;"Itatiba (SP)";"Itatiba";323.3;250.2;63.691945;73.08;12.57;1.96;8.13;430.4;0.52;60.77;34.16;0.828;82.58;93.36;6.27;31365;44567;3157;5209;61645;81197;65925;15272
"2383";431070;"Itatiba do Sul (RS)";"Itatiba do Sul";215.3;24.4;317.256638;75.21;10.95;2.83;12.92;167.59;0.52;41.22;41.54;0.775;80.91;88.57;4.17;3018;2821;325;377;6657;5252;1793;3459
"2384";291685;"Itatim (BA)";"Itatim";576.4;22;131.781289;65.4;40.95;3.28;37.02;91.28;0.56;46.74;50.86;0.635;73.78;69.04;2.79;3844;5464;586;852;10039;12700;8700;4000
"2385";352350;"Itatinga (SP)";"Itatinga";982.2;15.7;208.023762;70.9;16.47;2.85;14.4;219.04;0.49;55.58;36.34;0.759;74.9;88.57;4.7;6276;7548;619;857;13769;15446;13533;1913
"2386";230660;"Itatira (CE)";"Itatira";740.6;21;149.808011;63.84;56.31;4.64;54;53.6;0.67;67.69;70.26;0.569;79.42;53.69;1.92;5399;6455;859;1156;13853;15541;6030;9511
"2387";250720;"Itatuba (PB)";"Itatuba";240.3;39;89.139866;56.81;76.1;2.97;54.88;61.2;0.51;52.94;58.02;0.526;71.33;52.42;2.21;3636;4247;680;766;9141;9374;4985;4389
"2388";160025;"Itaubal (AP)";"Itaubal";1569.8;1.8;80.412896;60.85;56.28;4.86;27.17;83.04;0.59;48.48;55.9;0.642;84.31;80.91;3.65;598;940;47;69;1720;2894;1156;1738
"2389";521140;"Itauçu (GO)";"Itauçu";385;21.2;65.151003;70.74;19.6;2.22;20.25;163.82;0.5;39.68;35.84;0.742;85.01;83.31;4.63;4124;4591;440;592;8678;8277;6157;2120
"2390";220510;"Itaueira (PI)";"Itaueira";2571.1;4;280.448713;65.4;40.94;2.67;39.55;109.78;0.62;44.78;53.53;0.637;71.91;66.4;3.02;4138;4722;512;656;11009;10347;5125;5222
"2391";240490;"Itaú (RN)";"Itaú";124.4;42.4;307.805123;67.34;41.33;2.19;34.91;100.22;0.55;52.16;51.42;0.675;89.1;72.19;4.19;2114;2653;290;378;4901;5271;4110;1161
"2392";313375;"Itaú de Minas (MG)";"Itaú de Minas";153.3;89.3;308.911944;71.33;24.78;2.07;9.66;264.85;0.49;50.2;38.93;0.796;87.87;92.99;6.12;5656;7612;527;830;10953;13691;13313;378
"2393";510455;"Itaúba (MT)";"Itaúba";6491.6;1.3;511.574349;68.32;30.19;3.17;20.06;261.64;0.6;49.05;36.39;0.74;71.04;83.91;3.73;2891;3854;131;254;7143;8565;4876;3689
"2394";313380;"Itaúna (MG)";"Itaúna";497.3;154.4;70.823565;75.22;14.95;1.92;8.28;315.49;0.56;48.1;35.02;0.823;83.67;92.95;6.08;33067;42104;3098;4705;66395;76862;71770;5092
"2395";411130;"Itaúna do Sul (PR)";"Itaúna do Sul";123.4;36;473.490683;68.94;20.98;2.57;28.05;143.27;0.55;41.79;42.8;0.708;78.15;79.55;4.14;1955;2274;194;366;4555;4447;2790;1657
"2396";313390;"Itaverava (MG)";"Itaverava";283.6;22.4;102.248271;70.28;27.83;2.56;21.66;88.12;0.52;47.55;50.77;0.684;68.61;82.3;3.19;2816;3091;428;468;6341;6388;2418;3970
"2397";420800;"Itá (SC)";"Itá";166.1;40.7;373.707083;72.62;18.97;2.1;8.73;323.13;0.55;42.83;36.2;0.805;80.63;92.26;5.32;3076;3588;278;357;6352;6764;3422;3342
"2398";352270;"Itápolis (SP)";"Itápolis";999.7;37.8;311.3481;71.34;15.63;2.45;12.04;303.43;0.54;56.45;39.75;0.785;76.36;90.27;5.12;17337;21706;2205;3183;33053;37750;32140;5610
"2399";313400;"Itinga (MG)";"Itinga";1649.5;8.4;424.523514;66.88;38.95;3.2;39.09;67.36;0.64;64.08;63.96;0.624;71.04;68.98;3.09;5551;6213;809;1069;14013;13894;5738;8156
"2400";210542;"Itinga do Maranhão (MA)";"Itinga do Maranhão";872.8;26.5;416.287109;62.3;52.16;3.16;34.02;178.21;0.71;58.21;48.68;0.664;74.67;72.35;3.43;4591;9064;329;663;12910;23128;17401;5727
"2401";510460;"Itiquira (MT)";"Itiquira";8666.9;1.1;274.220668;72.36;19.32;2.69;13.97;236.88;0.6;55.56;39.24;0.767;70.07;88.92;4.81;3292;4299;187;263;8005;9200;3031;6169
"2402";352360;"Itirapina (SP)";"Itirapina";565.7;22.6;188.333094;69.77;18.7;2.55;9.98;322.7;0.54;46.19;33.87;0.783;75.99;91.69;5.7;5120;7006;628;834;9953;12836;11178;1658
"2403";352370;"Itirapuã (SP)";"Itirapuã";161.9;33.6;328.553812;70.36;17.51;2.98;15.24;219.67;0.51;43.22;33.32;0.76;79.7;87.89;4.61;2378;2791;272;376;5043;5412;4312;1100
"2404";291690;"Itiruçu (BA)";"Itiruçu";304.1;44.7;187.916299;65.78;63.15;2.73;41.04;111.09;0.64;46.17;50.07;0.654;79.94;68.35;3.06;5188;6225;771;1070;12622;13585;9871;3714
"2405";291700;"Itiúba (BA)";"Itiúba";1737.8;20.5;292.382854;56.15;79.36;4.64;38.38;68.6;0.66;63.27;66.46;0.574;80.91;68.25;2.31;13103;15205;2292;2576;34403;35543;8864;26679
"2406";352380;"Itobi (SP)";"Itobi";139;53.7;204.219006;73.93;11.2;2.93;12.37;223.79;0.49;37.21;31.28;0.782;77.43;89.4;4.91;3372;3916;445;560;6783;7466;6204;1262
"2407";291710;"Itororó (BA)";"Itororó";331.9;59.5;291.726439;60.7;58.59;2.93;44.01;108.95;0.55;36.17;43.46;0.625;80.48;68.2;2.95;8310;9196;1191;1584;20510;19799;16627;3172
"2408";352390;"Itu (SP)";"Itu";641.6;210.9;74.612587;71.53;15.29;2.25;9.62;421.15;0.57;68.7;46.79;0.815;81.06;92.53;6.38;52745;71423;5516;7975;107314;135366;123942;11424
"2409";291720;"Ituaçu (BA)";"Ituaçu";1220.6;14.1;315.356772;64.68;43.41;3.45;47.83;115.32;0.62;39.23;47.5;0.619;65.02;62.18;2.01;6667;7972;1089;1282;16095;17268;4429;12839
"2410";291730;"Ituberá (BA)";"Ituberá";424.2;56.8;109.127088;62.55;51.19;3.41;37.9;95.05;0.59;45.39;53.36;0.62;73.76;68.13;3.17;7551;9957;737;1135;20313;24133;15910;8223
"2411";313410;"Itueta (MG)";"Itueta";456.5;12.4;295.392002;69.48;30.25;2.36;24.25;156.44;0.54;38.93;40.12;0.704;67.72;79.51;3.61;3054;3122;407;500;6452;5641;2495;3146
"2412";313420;"Ituiutaba (MG)";"Ituiutaba";2595.2;34.2;585.034836;75.9;13.44;1.68;13.99;305.85;0.59;51.61;35.25;0.818;85.81;88.66;5.76;43142;51457;5033;7254;84577;89091;83853;5238
"2413";521150;"Itumbiara (GO)";"Itumbiara";2464.6;33;193.497511;69.92;21.55;2.2;15.14;289.32;0.56;47.39;32.21;0.782;87.55;87.81;5.59;36371;44884;3108;4668;74698;81430;77123;4307
"2414";313430;"Itumirim (MG)";"Itumirim";242.5;26.3;191.946369;72.68;21.12;2.54;12.71;189.15;0.54;40.45;37.8;0.76;74.46;88.18;5.04;2800;3378;349;464;6127;6391;4701;1690
"2415";352400;"Itupeva (SP)";"Itupeva";201;130.1;61.48175;71.81;14.77;2.49;9.07;390.78;0.54;68.67;37.39;0.807;78.49;91.34;5.92;8278;13345;696;1121;18142;26166;19259;6907
"2416";150370;"Itupiranga (PA)";"Itupiranga";7914.6;6.3;418.878147;65.15;44.31;4.41;42.75;85.71;0.6;46.68;55.63;0.619;69;66.19;2.55;10478;18240;670;1466;30141;49655;14754;34901
"2417";420850;"Ituporanga (SC)";"Ituporanga";335.7;58;105.6597;76.9;9.86;2.44;6.87;281.8;0.47;36.45;37.33;0.825;82.14;93.5;5.27;8549;10038;756;1133;18951;19492;11664;7828
"2418";313440;"Iturama (MG)";"Iturama";1405.4;20.5;652.546758;72.96;20.4;2.13;15.94;336.41;0.6;51.78;37.22;0.802;84.02;87.67;5.47;11216;15173;970;1629;23870;28814;26829;1985
"2419";313450;"Itutinga (MG)";"Itutinga";366.2;11.4;180.047501;70.68;26.66;2.49;13.01;193.39;0.53;45.23;40.93;0.751;74.15;88.94;5.03;2030;2267;228;276;4305;4140;2719;1421
"2420";352410;"Ituverava (SP)";"Ituverava";699.8;51.8;375.598473;69.7;18.86;1.93;10.04;367.41;0.59;59.8;34.39;0.789;77.13;90.87;6.25;17010;20122;1850;2639;33249;36268;34221;2047
"2421";291733;"Iuiú (BA)";"Iuiú";1099.5;9.5;567.547337;64.49;44.08;3.87;44.41;73.75;0.58;59.64;59.11;0.611;80.79;62.42;2.32;3705;4328;324;442;10841;10489;4571;5918
"2422";320300;"Iúna (ES)";"Iúna";456;57.1;124.862982;70.53;22.34;2.52;24.66;227.99;0.57;31.3;35.05;0.729;60.54;82.03;4.03;10265;12524;1111;1494;23874;26112;13875;12237
"2423";411150;"Ivaiporã (PR)";"Ivaiporã";438;73.6;276.312046;71.45;15.76;2.42;21.58;220.47;0.6;58.99;43.9;0.764;87.28;83.25;4.74;16816;17793;1856;2536;35404;32270;25889;6381
"2424";411140;"Ivaí (PR)";"Ivaí";597.2;19.9;166.033326;66.35;27.35;3.29;13.01;142.5;0.55;41.99;45.31;0.701;68.84;87.75;3.96;5105;5697;596;734;12058;11899;3708;8191
"2425";411155;"Ivaté (PR)";"Ivaté";415.3;16.7;471.220039;73.01;12.9;2.19;20.99;164.95;0.48;42.19;36.23;0.752;83.09;82.89;4.41;3316;3707;344;508;7063;6925;3971;2954
"2426";411160;"Ivatuba (PR)";"Ivatuba";95.1;29.3;359.46427;68.33;22.4;2.76;16.66;258.12;0.54;37.14;34.29;0.768;95.3;84.66;5.73;1186;1429;125;212;2508;2796;1926;870
"2427";500470;"Ivinhema (MS)";"Ivinhema";2014.9;10.7;224.060512;68.18;30.91;2.21;16.94;199.19;0.55;45.67;36.73;0.738;79.83;85.44;4.45;10739;11361;938;1244;24023;21643;15088;6555
"2428";521160;"Ivolândia (GO)";"Ivolândia";1267.1;2.4;164.180845;68.79;24.39;2.1;23.64;168.41;0.53;50.87;40.81;0.721;82.52;79.57;4.09;1491;1751;139;206;3014;2992;1535;1457
"2429";431075;"Ivorá (RS)";"Ivorá";131.7;18.9;233.801346;72.74;15.47;2.37;7.39;182.28;0.46;30.91;37.94;0.777;80.62;93.7;5.18;1419;1499;219;267;2563;2495;698;1797
"2430";431080;"Ivoti (RS)";"Ivoti";65.1;235.6;49.563533;75.81;9.96;2.07;2.43;383.71;0.46;49.04;30.75;0.851;86.18;97.71;6.55;6031;8610;591;777;11818;15318;13785;1533
