"Código";"Município";"Municipio";"Área_km_";"Densidade_demográfica_2000";"Distância_à_capital_km_";"Esperança_de_vida_ao_nascer_2000";"Mortalidade_até_um_ano_de_idade_2000";"Taxa_de_fecundidade_total_2000";"Percentual_de_pessoas_de_25_anos_ou_mais_analfabetas_2000";"Renda_per_Capita_2000";"Índice_de_Gini_2000";"Intensidade_da_indigência_2000";"Intensidade_da_pobreza_2000";"Índice_de_Desenvolvimento_Humano_Municipal_2000";"Taxa_bruta_de_freqüência_à_escola_2000";"Taxa_de_alfabetização_2000";"Média_de_anos_de_estudo_das_pessoas_de_25_anos_ou_mais_de_idade_2000";"População_de_25_anos_ou_mais_de_idade_1991";"População_de_25_anos_ou_mais_de_idade_2000";"População_de_65_anos_ou_mais_de_idade_1991";"População_de_65_anos_ou_mais_de_idade_2000";"População_total_1991";"População_total_2000";"População_urbana_2000";"População_rural_2000"
"108";310200;"Alterosa (MG)";"Alterosa";367.1;35.3;277.684486;70.23;27.97;2.52;17.37;197.74;0.5;46.13;34.92;0.736;68.61;85.48;4.18;5683;7111;747;1014;11615;12976;8989;3987
"109";260080;"Altinho (PE)";"Altinho";452.6;48.8;138.300789;62.62;69.48;2.76;50.95;83.88;0.58;65.04;58.65;0.59;76.88;56.13;2.62;10582;11063;2130;2249;23144;22131;10542;11589
"110";350100;"Altinópolis (SP)";"Altinópolis";932;16.6;290.333381;75.12;9.39;2.39;10.9;385.17;0.63;38.74;29.78;0.823;78.16;91.02;5.26;6919;8438;756;1182;13642;15481;12547;2934
"111";140005;"Alto Alegre (RR)";"Alto Alegre";26109.7;0.7;91.948612;64.08;41.15;4.42;28.75;79.21;0.58;72.06;66.23;0.662;87.49;80.92;3.63;5010;6807;314;475;11211;17907;5195;12712
"112";350110;"Alto Alegre (SP)";"Alto Alegre";319.1;13.4;422.856324;73.08;12.58;2.65;15.57;219.66;0.49;49.94;34;0.774;81.01;86.69;4.85;2616;2602;336;434;4787;4261;3017;1244
"113";430055;"Alto Alegre (RS)";"Alto Alegre";110.6;19.3;220.520766;73.4;14.2;2.11;9.87;251.64;0.52;33.14;37.72;0.797;82.45;91.87;4.85;1124;1292;183;215;2139;2137;719;1418
"114";210043;"Alto Alegre do Maranhão (MA)";"Alto Alegre do Maranhão";453.4;44.3;187.686443;56.55;77.4;2.96;55.94;64.09;0.52;52.04;58.68;0.538;73.75;56.15;1.95;5478;8139;731;1063;14227;20162;12997;7165
"115";110037;"Alto Alegre do Parecis (RO)";"Alto Alegre do Parecis";3952.7;3.2;436.136191;66.82;28.59;3.56;24.26;111.78;0.52;46.67;52.27;0.674;64.8;82.48;3.14;3119;5387;127;323;8623;12708;2449;10259
"116";210047;"Alto Alegre do Pindaré (MA)";"Alto Alegre do Pindaré";2177.2;13.8;219.387479;58.18;69.6;4.48;57.25;60.9;0.56;52.2;58.37;0.542;76.94;53.67;1.91;9079;10750;1047;1180;25726;30177;7909;22268
"117";510030;"Alto Araguaia (MT)";"Alto Araguaia";5556.5;2;361.670369;73.81;16;2.54;18;233.35;0.59;47.86;37.93;0.786;86.04;86.13;4.9;4858;5966;432;651;10770;11410;9072;2338
"118";420075;"Alto Bela Vista (SC)";"Alto Bela Vista";104.2;20.1;328.491534;72.62;18.97;2.2;5.73;234.33;0.47;25.64;34.48;0.795;82.4;95.04;4.75;954;1258;86;214;1970;2098;522;1576
"119";510035;"Alto Boa Vista (MT)";"Alto Boa Vista";6142.9;1;669.623251;66.29;36.66;3.23;22.57;172;0.58;58.72;49.88;0.708;74.1;83.6;3.78;1523;2794;96;188;3935;6206;1961;4245
"120";310205;"Alto Caparaó (MG)";"Alto Caparaó";130.3;35.9;228.483355;73.36;19.38;2.71;22.33;264.04;0.58;48.94;32.65;0.758;63.35;82.78;3.92;1563;2362;177;296;3393;4673;3329;1344
"121";240070;"Alto do Rodrigues (RN)";"Alto do Rodrigues";207.4;45.8;180.765642;67.65;40.24;2.69;32.83;143.88;0.55;44.62;43.3;0.688;81.68;71.82;4.01;3502;4613;547;599;8247;9499;6482;3017
"122";430057;"Alto Feliz (RS)";"Alto Feliz";85.3;33.2;71.6662;75.5;10.47;2.12;4.57;247.82;0.4;20.23;26.88;0.808;75.86;95.64;4.94;1359;1810;231;351;2295;2834;712;2122
"123";510040;"Alto Garças (MT)";"Alto Garças";3672.2;2.3;312.292767;72.49;19.02;2.27;17.11;325.45;0.69;57.37;38.78;0.795;81.7;87.46;5.08;3818;4390;356;513;8306;8335;7247;1088
"124";520055;"Alto Horizonte (GO)";"Alto Horizonte";505.6;5.1;276.061103;68.92;24.07;2.12;17.51;178.18;0.58;55.59;45.94;0.743;88.73;84.47;4.42;991;1341;74;127;2359;2564;1620;944
"125";315350;"Alto Jequitibá (MG)";"Alto Jequitibá";153.2;54.9;218.311948;71.49;24.33;2.81;15.98;192.34;0.5;38.22;36.48;0.735;61.38;86.17;4.57;3643;4397;526;667;7435;8458;4011;4447
"126";220030;"Alto Longá (PI)";"Alto Longá";1667;7.2;67.943494;64.33;44.64;3.07;54.09;64.22;0.57;52.07;60.76;0.58;76.23;54.09;2.09;4906;5534;691;927;12323;12000;5604;6396
"127";510050;"Alto Paraguai (MT)";"Alto Paraguai";2059.9;4.2;127.166267;66.01;37.61;3.13;20.62;125.42;0.55;52.47;50.91;0.704;87.45;83.57;4.29;3157;4026;251;548;7849;8605;6522;2083
"128";110040;"Alto Paraíso (RO)";"Alto Paraíso";2658.7;4.9;123.514422;66.57;29.28;3.15;21.88;228.16;0.65;64.16;48.65;0.715;64.05;83.81;3.38;3678;5790;189;409;9473;13118;4036;9082
"129";520060;"Alto Paraíso de Goiás (GO)";"Alto Paraíso de Goiás";2603.4;2.4;339.023697;67.99;26.56;3.41;16.94;203.05;0.61;43.75;44.2;0.738;81.83;84.8;5.61;1570;2595;127;218;4193;6182;4179;2003
"130";410060;"Alto Paraná (PR)";"Alto Paraná";408.5;31.1;400.540372;70.12;18.42;2.48;17.69;198.72;0.51;39.54;32.63;0.743;76.67;84.82;4.79;5739;6866;677;914;12047;12717;10114;2603
"131";210050;"Alto Parnaíba (MA)";"Alto Parnaíba";11195.3;0.9;753.050107;60.71;58.54;3.75;30.23;93.27;0.69;63.54;62.9;0.636;81.95;76.69;3.42;3817;4019;448;531;10336;10174;6038;4136
"132";410070;"Alto Piquiri (PR)";"Alto Piquiri";451;23.9;448.491218;69.83;19.03;2.54;26.44;221.78;0.65;47.15;41.8;0.75;87.25;80.71;4.16;5665;5584;646;772;12599;10761;8405;2356
"133";310210;"Alto Rio Doce (MG)";"Alto Rio Doce";520.4;26.6;145.839652;70.12;28.31;2.52;22.76;123.95;0.59;52.72;51.81;0.696;65.19;81.05;3.45;6646;7223;1097;1242;14160;13858;4912;8946
"134";320035;"Alto Rio Novo (ES)";"Alto Rio Novo";234.2;29.7;157.299017;63.26;44.41;2.43;27.75;174.25;0.55;30.9;41.84;0.679;69.54;80.03;3.91;2678;3332;286;416;6745;6964;3568;3396
"135";230070;"Alto Santo (CE)";"Alto Santo";1322.9;11.6;202.695021;70.83;30.51;3.37;44.04;92.75;0.57;56.86;53.17;0.654;75.91;62.47;2.75;5560;7194;883;1110;13043;15394;5447;9947
"136";510060;"Alto Taquari (MT)";"Alto Taquari";1399.2;3.2;388.771534;72.49;19.02;2.76;14.5;409.13;0.7;50.2;38.38;0.804;76.1;88.73;5.2;1304;2056;63;105;3014;4476;3670;806
"137";220040;"Altos (PI)";"Altos";1311.8;29.8;38.150752;65.3;41.27;2.71;44.27;77.96;0.55;52.53;54.94;0.618;75.74;64.49;2.95;13756;17342;1823;2597;35325;39122;26199;12923
"138";350115;"Alumínio (SP)";"Alumínio";83.9;181.8;63.787927;69.03;20.26;2.17;7.95;298.52;0.45;64.15;47.14;0.787;85.11;92.89;6.66;6175;7666;416;593;13766;15252;13727;1525
"139";130002;"Alvarães (AM)";"Alvarães";5937.9;2;530.398554;65.37;45.79;5.56;35.62;91.95;0.58;49.16;57.35;0.647;71.8;74.93;2.92;2442;3652;147;314;8487;12150;5314;6836
"140";310220;"Alvarenga (MG)";"Alvarenga";368.4;14.1;237.298492;66.29;41.08;2.51;30.09;115.34;0.56;47.35;48.47;0.657;65.42;75.18;3.06;2537;2612;329;417;6004;5212;2023;3189
"141";350150;"Alvinlândia (SP)";"Alvinlândia";85.2;33.3;342.564996;69.94;18.35;2.74;18.83;189.99;0.49;44.01;29.77;0.741;77.49;84.86;4.54;1203;1451;165;209;2541;2837;2431;406
"142";310230;"Alvinópolis (MG)";"Alvinópolis";601.1;25.9;100.061314;69.52;30.15;2.58;18.09;161.21;0.55;40.91;39.13;0.727;75.59;85.12;4.62;7324;8251;1144;1387;15324;15588;10804;4784
"143";170070;"Alvorada (TO)";"Alvorada";1216.8;7;271.118185;68.49;32.19;2.44;23.84;168.86;0.55;38.4;41.44;0.731;88.47;81.8;4.76;3137;4111;281;440;7531;8508;7842;666
"144";430060;"Alvorada (RS)";"Alvorada";72.9;2516.1;14.838698;69.98;21.42;2.8;6.97;214.75;0.45;56.91;40.6;0.768;77.4;94.01;5.86;66391;90316;4346;7243;142046;183968;183365;603
"145";110034;"Alvorada d'Oeste (RO)";"Alvorada d'Oeste";2982.2;6.6;337.514543;65.16;33.37;2.87;22.08;162.11;0.65;55.5;55.48;0.694;69.17;84.11;3.58;7458;8661;425;747;20205;19832;8546;11286
"146";310240;"Alvorada de Minas (MG)";"Alvorada de Minas";376.1;9.3;135.172492;69.59;29.93;4.67;32.75;99.62;0.65;50.05;57.21;0.667;71.15;71.9;3.03;1559;1577;268;251;3893;3527;1129;2398
"147";220045;"Alvorada do Gurguéia (PI)";"Alvorada do Gurguéia";2342.1;1.8;385.882751;57.67;71.95;3.95;46.29;73.46;0.6;47.78;57.7;0.574;78.96;63.62;2.83;1544;1617;153;196;4636;4211;1479;2732
"148";520080;"Alvorada do Norte (GO)";"Alvorada do Norte";1296.6;5.8;383.458518;64.81;36.25;2.32;30.82;150.83;0.6;46.28;46.74;0.688;82.39;77.6;4.07;2758;3328;267;360;7391;7560;6787;773
"149";410080;"Alvorada do Sul (PR)";"Alvorada do Sul";419.9;22.1;354.980811;70.4;17.84;2.46;16.94;214.32;0.52;41.77;31.11;0.757;83.15;85.37;4.97;4605;4986;498;732;9685;9253;7015;2238
"150";140002;"Amajari (RR)";"Amajari";28598.4;0.2;120.598066;68.47;27.6;4.96;29.6;93.41;0.64;65.04;63.4;0.654;68.55;71.84;3.31;1468;2092;76;216;3661;5294;799;4495
"151";500060;"Amambai (MS)";"Amambai";4212.3;7;301.685305;72.16;19.82;2.8;20.78;229.54;0.63;45.66;43.23;0.759;76.62;83.15;4.57;10737;13581;1128;1568;25951;29484;18818;10666
"152";160010;"Amapá (AP)";"Amapá";9203.5;0.8;225.841456;68.68;28.35;6.17;21;135.43;0.61;46.61;54.43;0.72;86.22;82.84;4.58;1472;2546;116;246;4233;7121;5922;1199
"153";210055;"Amapá do Maranhão (MA)";"Amapá do Maranhão";951.5;5.7;209.929369;59.61;63.19;5.49;46.99;64.65;0.56;49.36;56.97;0.572;79.94;60.61;2.06;1521;1856;100;135;4607;5431;3979;1452
"154";410090;"Amaporã (PR)";"Amaporã";390;12;440.356126;66.99;25.68;2.94;24.09;172.02;0.54;44.16;38.8;0.709;75.39;81.37;4.65;1753;2306;184;299;3948;4655;3587;1068
"155";260090;"Amaraji (PE)";"Amaraji";238.8;89.3;72.759272;66.3;52.18;3.63;42.15;79.13;0.52;48.07;53.16;0.617;73.22;62.65;3;7440;8962;1005;1168;19997;21309;14381;6928
"156";430063;"Amaral Ferrador (RS)";"Amaral Ferrador";506.6;11.3;135.484988;68.82;24.23;2.93;19.07;184.2;0.51;31.89;39.43;0.727;74.77;83.99;3.48;2978;3219;381;453;5917;5740;1131;4609
"157";520082;"Amaralina (GO)";"Amaralina";1418.1;2.2;305.948067;63.33;41.4;3.11;29.42;89.31;0.62;44.71;51.33;0.648;80.98;77;3.14;1602;1535;132;161;3793;3074;1171;1903
"158";220050;"Amarante (PI)";"Amarante";1336.8;12.6;128.144321;66.99;35.73;2.73;39.42;78.48;0.57;45.83;57.3;0.63;77.26;64.65;3.59;6770;7722;915;1257;16528;16884;8916;7968
"159";210060;"Amarante do Maranhão (MA)";"Amarante do Maranhão";7210.2;4.3;432.38429;61.55;55.12;3.51;38.74;57.76;0.62;64.91;65.06;0.582;72.54;67;2.62;7630;11427;852;1243;23102;31292;10818;20474
"160";290100;"Amargosa (BA)";"Amargosa";437.6;70.3;118.630532;64.85;42.81;2.46;34.62;123.57;0.57;44.37;47.85;0.662;79.61;71.98;3.71;11996;14963;2345;2999;28026;31108;20884;10224
"161";130006;"Amaturá (AM)";"Amaturá";4780.1;1.9;907.202357;67.05;39.53;6.23;33.2;68.12;0.69;72.02;67.82;0.631;66.67;73.7;3.32;1495;2461;147;240;4738;7308;3930;3378
"162";350160;"Americana (SP)";"Americana";133.9;1359.9;114.560278;72.46;13.62;1.96;5.46;473.23;0.5;77.52;43.66;0.84;87.15;95.62;6.93;82052;106095;8066;12704;153840;182593;182159;434
"163";520085;"Americano do Brasil (GO)";"Americano do Brasil";134;35.1;90.85456;68.61;24.88;2.52;23.66;204.95;0.63;41.39;39.3;0.732;79.85;81.26;4.14;2209;2655;234;348;4861;4933;4116;817
"164";430064;"Ametista do Sul (RS)";"Ametista do Sul";75.9;97.7;352.624745;71.91;17.15;3.63;18.56;198.62;0.58;43.9;41.59;0.754;75.76;85.64;4.32;2828;3650;245;386;6644;7414;3195;4219
"165";290110;"Amélia Rodrigues (BA)";"Amélia Rodrigues";153.2;157.6;69.64662;64.79;43.02;2.38;22.4;125.66;0.58;45.6;47.77;0.695;86.15;83;4.68;8990;10937;1076;1403;22779;24134;19022;5112
"166";290115;"América Dourada (BA)";"América Dourada";748.1;21.3;359.56167;56.32;78.54;3.29;38.95;65.05;0.56;58.18;59.61;0.564;72.68;68.88;2.84;5585;6603;650;792;15965;15959;10148;5811
"167";350170;"Américo Brasiliense (SP)";"Américo Brasiliense";123.8;228.5;252.355687;73.19;12.4;2.35;12.91;242.09;0.48;63.7;47.06;0.788;81.84;89.82;5.14;8892;14003;700;1073;20067;28287;27641;646
"168";350180;"Américo de Campos (SP)";"Américo de Campos";254.6;22;481.823233;71.79;14.82;1.95;14.5;252.69;0.51;39.25;24.34;0.774;79.16;87.3;4.89;3031;3320;385;520;5590;5594;4388;1206
"169";230075;"Amontada (CE)";"Amontada";1581.9;20.5;117.534233;64.87;52.03;4.23;43.54;62.77;0.72;70.4;71.17;0.616;89.18;63.43;2.45;9255;12715;1430;2078;25161;32333;11802;20531
"170";520090;"Amorinópolis (GO)";"Amorinópolis";409.9;10.1;196.0021;68.79;24.39;2.42;22.85;177.85;0.55;42.89;38.86;0.732;85.54;81.37;4.28;2187;2359;237;310;4428;4145;2439;1706
"171";250073;"Amparo (PB)";"Amparo";126.5;14.9;247.737114;62.13;52.82;3.07;41.7;75.58;0.5;44.61;51.54;0.603;77.6;65.56;2.82;713;858;126;123;1848;1886;619;1267
"172";350190;"Amparo (SP)";"Amparo";447.1;135.1;95.023233;69.76;18.74;1.85;8.25;445.34;0.54;68.46;36.91;0.806;78.53;92.91;6.4;27135;34566;3606;4916;50797;60404;43357;17047
"173";280010;"Amparo de São Francisco (SE)";"Amparo de São Francisco";39.8;54.8;87.722902;59.06;65.63;2.48;41.05;82.64;0.58;52.79;57.82;0.602;79.57;69.22;3.1;750;962;144;140;1891;2182;1205;977
"174";310250;"Amparo do Serra (MG)";"Amparo do Serra";146.2;37.5;142.630165;67.42;37.06;2.85;31.81;117.93;0.57;43.64;44.31;0.675;69.42;77.5;3.18;2791;2819;459;518;6232;5477;2506;2971
"175";410100;"Ampére (PR)";"Ampére";303;51.6;424.083929;73.52;12.04;2.72;13.42;234.61;0.58;46.79;38.19;0.793;87.48;89.38;4.67;6022;7935;530;858;13213;15623;10403;5220
"176";270020;"Anadia (AL)";"Anadia";190.3;93.7;62.360069;64.65;44.96;2.88;50.18;85.3;0.6;49.39;55.02;0.609;79.33;57.99;2.75;6117;7571;850;1053;16337;17849;9108;8741
"177";290120;"Anagé (BA)";"Anagé";1859.3;21.9;336.884724;63.89;46.22;2.76;50.18;61.94;0.57;61.69;62.41;0.586;71.29;61.36;1.6;15666;14009;1969;2150;41544;31060;4208;26852
"178";410105;"Anahy (PR)";"Anahy";107.4;27.8;391.610589;68.04;23.08;2.54;19.77;152.14;0.55;41.66;45.98;0.725;84.4;84.64;4.38;1541;1591;151;216;3508;3011;1640;1371
"179";210070;"Anajatuba (MA)";"Anajatuba";1137.6;20.1;88.825615;61.19;56.56;4.91;49.01;50.62;0.52;51.26;61.45;0.567;73.93;63.39;2.45;7106;9425;1078;1477;19528;22978;5992;16986
"180";150070;"Anajás (PA)";"Anajás";7022.2;2.6;167.828297;68.99;30.93;6.82;52.2;89.82;0.56;45.3;46.99;0.595;57.37;50.63;1.52;4150;5549;392;590;14284;18322;4613;13709
"181";350200;"Analândia (SP)";"Analândia";327.5;10.9;189.812512;73.3;12.21;2.66;9.98;293.03;0.5;33.88;29.65;0.804;81.7;92.03;5.74;1495;1931;185;254;3020;3582;2650;932
"182";130008;"Anamã (AM)";"Anamã";2464.8;2.7;161.932569;63.05;55.28;4.7;31.93;96.83;0.67;59.48;63.98;0.637;70.03;76.08;3.04;1829;2235;127;229;6024;6563;2064;4499
"183";170100;"Ananás (TO)";"Ananás";1398;7.5;423.333334;64.51;45.44;3.37;32.2;117.93;0.56;44.96;45.94;0.667;81.55;75.15;3.68;3007;4124;340;457;8295;10512;8396;2116
"184";150080;"Ananindeua (PA)";"Ananindeua";191.4;2053;17.749114;72.19;21.7;2.35;6.89;187.79;0.54;50.21;44.05;0.782;84.7;94.57;7.01;96661;177380;5346;11036;244442;393569;392627;942
"185";150085;"Anapu (PA)";"Anapu";11951.7;0.8;373.66277;67.63;35.37;4.49;39.67;112.91;0.64;71.94;66.1;0.645;59.42;69.77;2.31;4944;3361;149;209;13020;9407;3083;6324
"186";210080;"Anapurus (MA)";"Anapurus";613.5;16.4;182.891595;59.38;64.21;4.3;48.92;97.63;0.71;54.33;61.7;0.592;78.45;60.59;2.85;3655;4008;432;523;10249;10280;4601;5679
"187";500070;"Anastácio (MS)";"Anastácio";2957.5;7.6;120.954713;68.07;31.26;2.83;19.22;165.71;0.59;51.18;44.51;0.725;78.98;84.99;4.28;8607;11092;860;1376;19940;22477;17266;5211
"188";500080;"Anaurilândia (MS)";"Anaurilândia";3405.4;2.3;278.258254;67.69;32.47;2.36;25.42;183.74;0.54;50.76;42.13;0.72;78.21;81.6;3.84;3119;3848;301;473;7270;7955;4420;3535
"189";520110;"Anápolis (GO)";"Anápolis";1078.2;266.8;50.580204;70.24;20.77;2.24;11.45;293.89;0.57;50.41;38.41;0.788;84.35;91.17;6.18;110412;148632;9119;14293;239378;288085;280164;7921
"190";320040;"Anchieta (ES)";"Anchieta";418.1;45.7;62.37303;72.02;18.8;2.41;12.77;227.8;0.55;46.31;43.3;0.785;88.16;89.6;5.53;6817;9731;766;1167;14934;19176;13211;5965
"191";420080;"Anchieta (SC)";"Anchieta";229.9;31;487.664307;74.76;14.1;3;12.94;151.72;0.49;39.85;43.17;0.769;82.69;88.69;4.5;3634;3659;295;431;7952;7133;2443;4690
"192";290130;"Andaraí (BA)";"Andaraí";1902.4;7.3;306.004503;55.77;81.31;4.8;46.42;82.38;0.67;57.09;59.86;0.569;76.97;64.24;2.45;5053;5450;846;872;14285;13884;7166;6718
"193";410110;"Andirá (PR)";"Andirá";235;92.2;281.329865;67.89;23.44;2.65;16.94;237.67;0.53;42.61;33.5;0.742;75.69;85.72;5.02;9514;11895;1058;1525;19584;21663;19927;1736
"194";290135;"Andorinha (BA)";"Andorinha";1212.5;13;325.334321;58.97;66;3;46.61;76.26;0.6;55.13;60.35;0.57;73.76;60.41;2;6936;7547;1002;1172;17170;15774;4335;11439
"195";310260;"Andradas (MG)";"Andradas";468.7;69.8;368.899009;76.07;13.08;2.45;16.14;360.23;0.55;72.65;33.33;0.812;73.19;87.92;4.72;14949;18916;1837;2615;28377;32968;24087;8881
"196";350210;"Andradina (SP)";"Andradina";962.7;57.3;569.913961;70.77;16.72;1.98;11.89;358.05;0.59;49.4;38.31;0.798;81.78;90.55;6.31;27139;31939;3357;4466;52409;55161;50836;4325
"197";310280;"Andrelândia (MG)";"Andrelândia";1007.1;12.2;216.807651;68.52;33.34;2.68;16.06;207.21;0.61;43.37;40.14;0.733;71.87;85.7;4.85;6205;6980;840;1064;12497;12310;9557;2753
"198";430066;"André da Rocha (RS)";"André da Rocha";333.2;3.3;159.253692;73.83;13.38;2.05;7.27;298.74;0.48;20;27.48;0.815;87.22;92.33;5.25;629;686;82;110;1047;1113;374;739
"199";350220;"Angatuba (SP)";"Angatuba";1031;18.7;181.170287;69.45;19.37;2.53;11.92;250.71;0.55;51.62;35.94;0.762;74.31;90.38;5.09;8286;10400;981;1317;17219;19297;13240;6057
"200";310285;"Angelândia (MG)";"Angelândia";537.5;13.9;310.137894;64.26;48.94;4.46;43.46;127.06;0.62;38.65;46.28;0.635;67.55;66.57;2.47;1591;2765;148;285;4264;7468;3226;4242
"201";260100;"Angelim (PE)";"Angelim";126.7;71.5;180.207597;62.61;69.55;3.26;45.15;84.65;0.62;61.01;59.44;0.602;77.87;60.97;2.8;3684;4223;693;882;8734;9082;4543;4539
"202";420090;"Angelina (SC)";"Angelina";524.5;11;43.054279;75.29;12.98;2.05;16.16;185.13;0.5;42.97;45.1;0.766;70.94;86.79;3.84;2918;3126;416;521;6133;5776;1015;4761
"203";500085;"Angélica (MS)";"Angélica";1276.5;5.8;210.502586;69.46;27.04;2.29;21.7;160.18;0.51;38.55;38.2;0.729;82.5;82.79;4.11;3893;3898;350;489;8834;7356;5692;1664
"204";290140;"Angical (BA)";"Angical";1497.5;9.8;679.272668;66.2;38.27;3.79;41.45;71.46;0.52;48.95;54.92;0.625;74.77;68.18;2.56;5907;6274;711;925;16052;14701;6035;8666
"205";220060;"Angical do Piauí (PI)";"Angical do Piauí";212.3;32;111.005503;67.47;34.23;2.75;35.12;74.06;0.55;57.1;57.8;0.648;80.71;71.42;3.77;2816;3416;392;561;6129;6788;5065;1723
"206";170105;"Angico (TO)";"Angico";564.1;5.1;422.84233;64.51;45.44;3.37;28.52;89.4;0.59;52.13;55.9;0.668;88.66;79.09;3.58;826;1229;93;168;2280;2889;1639;1250
"207";240080;"Angicos (RN)";"Angicos";809.5;14.3;154.57207;71.32;28.27;2.36;38.77;115.39;0.57;48.87;50.05;0.688;83.05;67.65;4;4895;5548;855;1003;11535;11626;9391;2235
"208";330010;"Angra dos Reis (RJ)";"Angra dos Reis";816.3;146;114.161967;69.14;20.14;2.3;10.84;275.66;0.55;67.46;48.27;0.772;79;91.07;5.93;40540;60414;2771;4726;85571;119247;114300;4947
"209";290150;"Anguera (BA)";"Anguera";170.8;51.7;121.067956;61.96;53.5;2.25;34.67;71.09;0.54;52.15;55.82;0.623;83.17;73.81;3.11;3178;4145;619;777;7859;8834;3456;5378
"210";520120;"Anhanguera (GO)";"Anhanguera";55;16.1;214.411161;73.22;14.32;2.4;13.26;190.67;0.46;24.11;27.57;0.802;105.27;90.23;5.33;409;495;43;66;869;895;840;55
"211";350230;"Anhembi (SP)";"Anhembi";738.2;6.1;174.107247;71.67;15.03;2.61;12.36;237.16;0.53;54.85;33.47;0.768;73.26;89.53;5.08;1820;2392;260;359;3537;4535;3265;1270
"212";350240;"Anhumas (SP)";"Anhumas";321.7;10.6;505.752311;71.98;14.48;1.9;21.56;183.38;0.5;50.67;40.95;0.752;78.69;84.99;4.72;1557;1839;184;254;3242;3411;2507;904
"213";520130;"Anicuns (GO)";"Anicuns";964.9;19.5;79.20123;64.01;38.99;2.14;17.9;217.93;0.6;50.3;40.93;0.721;83.74;84.08;4.64;8253;10090;743;1069;18206;18754;14729;4025
"214";420100;"Anita Garibaldi (SC)";"Anita Garibaldi";606.1;16.9;254.264956;73.34;17.25;2.38;18.73;158.05;0.55;40.35;46.32;0.75;78.13;84.7;4.22;4605;5397;525;763;10328;10273;4188;6085
"215";420110;"Anitápolis (SC)";"Anitápolis";576.4;5.6;66.346673;74.58;14.48;3.75;16.73;219.28;0.52;37.03;37.22;0.773;73.77;86.08;3.92;1474;1832;173;273;3003;3234;1114;2120
"216";220070;"Anísio de Abreu (PI)";"Anísio de Abreu";354.9;20.2;456.385279;67.39;34.5;3.49;45.28;88.09;0.55;49.86;55.75;0.635;79.1;62.28;2.83;2181;2967;306;393;6353;7166;3348;3818
"217";130010;"Anori (AM)";"Anori";6274.5;1.8;194.442464;65.5;45.3;4.52;31.83;91.12;0.59;49.08;54.39;0.634;61.2;74.43;3.44;2936;3947;304;473;8990;11320;7229;4091
"218";430070;"Anta Gorda (RS)";"Anta Gorda";240.3;26.3;139.892672;73.83;13.38;1.98;8.82;362.51;0.46;13.55;27.82;0.821;82.66;92.45;4.92;3645;3948;515;637;6379;6327;1821;4506
"219";290160;"Antas (BA)";"Antas";289.1;48.6;286.345255;62.05;53.13;2.39;34.09;99.99;0.49;32;44.79;0.632;80.27;70.32;3.08;7340;7145;1251;1170;17104;14059;5014;9045
"220";410120;"Antonina (PR)";"Antonina";880;21.8;56.299165;73.68;11.78;3.03;16.13;196.8;0.59;45.13;43.53;0.77;76.14;88.56;5.05;8070;9764;1124;1432;17070;19174;15837;3337
"221";230080;"Antonina do Norte (CE)";"Antonina do Norte";250.8;25.9;375.583869;66.42;45.92;2.61;52.88;73.91;0.6;57.92;61.27;0.613;83.1;57.07;2.33;2200;2996;430;557;5086;6509;4429;2080
"222";220080;"Antônio Almeida (PI)";"Antônio Almeida";604.5;4.7;282.496006;64.78;43.07;4.08;33.8;81;0.53;46.15;53.62;0.643;81.98;73.2;3.56;1358;1300;172;201;3233;2851;1916;935
"223";290170;"Antônio Cardoso (BA)";"Antônio Cardoso";295.1;39.4;88.912666;68.57;30.94;2.82;45.56;73.64;0.54;51;56.59;0.647;86.12;65.67;2.35;4395;4987;821;927;11328;11620;2316;9304
"224";310290;"Antônio Carlos (MG)";"Antônio Carlos";526.4;20.6;168.202348;70.93;25.92;2.14;18.35;167.89;0.52;30.58;37.04;0.733;72.38;84.5;4.65;4600;5770;540;654;9812;10870;5931;4939
"225";420120;"Antônio Carlos (SC)";"Antônio Carlos";242.8;26.4;23.334146;77.9;8.1;2.54;9.79;291.83;0.45;35.27;32.3;0.827;76.73;93.45;4.87;2714;3546;352;486;5613;6434;1760;4674
"226";310300;"Antônio Dias (MG)";"Antônio Dias";880.4;11.4;114.834127;63.9;50.38;2.96;26.19;118.19;0.54;44.52;45.3;0.661;74.48;77.52;3.43;4141;4784;429;623;9772;10044;4450;5594
"227";290180;"Antônio Gonçalves (BA)";"Antônio Gonçalves";317.4;30.4;328.297073;60.39;59.87;3.01;37.72;77.12;0.56;52.39;57.41;0.62;89;71.5;2.96;5209;4273;699;661;14082;9716;5260;4456
"228";500090;"Antônio João (MS)";"Antônio João";1146.7;6.5;236.414379;66.92;35.02;3.22;25.02;142.26;0.56;40.98;42.31;0.702;81.15;80.67;3.82;2747;3338;295;432;6636;7408;6297;1111
"229";240090;"Antônio Martins (RN)";"Antônio Martins";251.6;26.8;301.643315;67.81;39.68;2.8;40.97;68.33;0.6;64.35;62.86;0.636;82.73;66.02;3.11;3045;3257;442;541;7564;6757;3157;3600
"230";410130;"Antônio Olinto (PR)";"Antônio Olinto";467.4;15.8;111.368912;67.64;24.04;2.54;14.33;127.93;0.56;40.93;48.05;0.711;74.56;88.77;3.57;3552;3900;451;540;7733;7407;612;6795
